#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# Interpolated-NKPTS & NBANDS:  231424
# Band-Index    1
   0.64041    -17.518825    -17.547331
   0.59566    -17.520580    -17.546365
   0.55092    -17.520413    -17.545246
   0.50618    -17.518327    -17.543976
   0.50618    -17.518327    -17.543976
   0.46400    -17.520897    -17.544121
   0.42182    -17.522609    -17.545618
   0.37964    -17.523463    -17.548465
   0.33746    -17.523674    -17.551769
   0.29527    -17.523456    -17.554636
   0.25309    -17.522811    -17.557067
   0.25309    -17.522811    -17.557067
   0.21091    -17.520846    -17.556024
   0.16873    -17.517614    -17.554601
   0.12655    -17.513114    -17.552795
   0.08436    -17.508800    -17.551124
   0.04218    -17.506123    -17.550103
   0.00000    -17.505084    -17.549733
 
# Band-Index  139
   0.00000    -17.495607    -17.536298
   0.04218    -17.497723    -17.536027
   0.08436    -17.498879    -17.535335
   0.12655    -17.499073    -17.534221
   0.16873    -17.498754    -17.533089
   0.21091    -17.498368    -17.532341
   0.25309    -17.497917    -17.531979
   0.25309    -17.497917    -17.531979
   0.29527    -17.498076    -17.530704
   0.33746    -17.498979    -17.530009
   0.37964    -17.500624    -17.529893
   0.42182    -17.502668    -17.529567
   0.46400    -17.504764    -17.528241
   0.50618    -17.506914    -17.525917
   0.50618    -17.506914    -17.525917
   0.55092    -17.506099    -17.527807
   0.59566    -17.505276    -17.529599
   0.64041    -17.504444    -17.531293
   0.68515    -17.503603    -17.532890
   0.72989    -17.502470    -17.534263
   0.77463    -17.500759    -17.535289
   0.81937    -17.498471    -17.535967
   0.86411    -17.495607    -17.536298
 
# Band-Index  140
   0.86411    -17.493121    -17.524236
   0.81937    -17.490324    -17.523675
   0.77463    -17.488025    -17.523005
   0.72989    -17.486223    -17.522224
   0.68515    -17.484918    -17.521333
   0.64041    -17.484162    -17.520394
   0.59566    -17.484007    -17.519469
   0.55092    -17.484452    -17.518558
   0.50618    -17.485499    -17.517661
   0.50618    -17.485499    -17.517661
   0.46400    -17.487836    -17.519420
   0.42182    -17.490016    -17.520851
   0.37964    -17.492039    -17.521952
   0.33746    -17.493542    -17.522452
   0.29527    -17.494162    -17.522077
   0.25309    -17.493900    -17.520830
   0.25309    -17.493900    -17.520830
   0.21091    -17.492641    -17.520248
   0.16873    -17.491463    -17.520137
   0.12655    -17.490363    -17.520495
   0.08436    -17.489963    -17.521306
   0.04218    -17.490882    -17.522553
   0.00000    -17.493121    -17.524236
 
# Band-Index  141
   0.00000    -17.460574    -17.496425
   0.04218    -17.460959    -17.497392
   0.08436    -17.461843    -17.496960
   0.12655    -17.463225    -17.495129
   0.16873    -17.464658    -17.492798
   0.21091    -17.465694    -17.490866
   0.25309    -17.466335    -17.489334
   0.25309    -17.466335    -17.489334
   0.29527    -17.465273    -17.493128
   0.33746    -17.464458    -17.497309
   0.37964    -17.463889    -17.501875
   0.42182    -17.464027    -17.506396
   0.46400    -17.465333    -17.510438
   0.50618    -17.467807    -17.514003
   0.50618    -17.467807    -17.514003
   0.55092    -17.465533    -17.510631
   0.59566    -17.463869    -17.507468
   0.64041    -17.462813    -17.504514
   0.68515    -17.462366    -17.501768
   0.72989    -17.462148    -17.499453
   0.77463    -17.461776    -17.497791
   0.81937    -17.461251    -17.496781
   0.86411    -17.460574    -17.496425
 
# Band-Index  142
   0.86411    -17.435018    -17.478929
   0.81937    -17.432888    -17.479307
   0.77463    -17.432941    -17.479208
   0.72989    -17.435175    -17.478633
   0.68515    -17.439590    -17.477581
   0.64041    -17.444223    -17.476647
   0.59566    -17.447110    -17.476426
   0.55092    -17.448251    -17.476918
   0.50618    -17.447646    -17.478123
   0.50618    -17.447646    -17.478123
   0.46400    -17.446656    -17.476820
   0.42182    -17.445133    -17.474999
   0.37964    -17.443076    -17.472659
   0.33746    -17.441363    -17.471497
   0.29527    -17.440869    -17.473205
   0.25309    -17.441597    -17.477786
   0.25309    -17.441597    -17.477786
   0.21091    -17.442288    -17.478333
   0.16873    -17.442099    -17.478839
   0.12655    -17.441028    -17.479301
   0.08436    -17.439353    -17.479554
   0.04218    -17.437349    -17.479429
   0.00000    -17.435018    -17.478929
 
# Band-Index  143
   0.00000    -17.419589    -17.464800
   0.04218    -17.417372    -17.463981
   0.08436    -17.415679    -17.463542
   0.12655    -17.414507    -17.463481
   0.16873    -17.413950    -17.462738
   0.21091    -17.414097    -17.460250
   0.25309    -17.414951    -17.456020
   0.25309    -17.414951    -17.456020
   0.29527    -17.415936    -17.459348
   0.33746    -17.416039    -17.459834
   0.37964    -17.415258    -17.457477
   0.42182    -17.414025    -17.454500
   0.46400    -17.412770    -17.453121
   0.50618    -17.411495    -17.453343
   0.50618    -17.411495    -17.453343
   0.55092    -17.412746    -17.455086
   0.59566    -17.414644    -17.456777
   0.64041    -17.417187    -17.458416
   0.68515    -17.420376    -17.460003
   0.72989    -17.422961    -17.461474
   0.77463    -17.423691    -17.462763
   0.81937    -17.422567    -17.463872
   0.86411    -17.419589    -17.464800
 
# Band-Index  144
   0.86411    -17.387660    -17.440429
   0.81937    -17.387787    -17.440421
   0.77463    -17.388004    -17.439976
   0.72989    -17.388309    -17.439092
   0.68515    -17.388704    -17.437770
   0.64041    -17.389155    -17.436413
   0.59566    -17.389633    -17.435422
   0.55092    -17.390135    -17.434799
   0.50618    -17.390664    -17.434543
   0.50618    -17.390664    -17.434543
   0.46400    -17.390592    -17.436522
   0.42182    -17.390371    -17.439544
   0.37964    -17.389999    -17.443608
   0.33746    -17.389603    -17.447943
   0.29527    -17.389309    -17.451774
   0.25309    -17.389118    -17.455102
   0.25309    -17.389118    -17.455102
   0.21091    -17.389045    -17.448533
   0.16873    -17.388875    -17.443754
   0.12655    -17.388606    -17.440765
   0.08436    -17.388289    -17.439332
   0.04218    -17.387973    -17.439220
   0.00000    -17.387660    -17.440429
 
# Band-Index  145
   0.00000    -17.377480    -17.427942
   0.04218    -17.379061    -17.428587
   0.08436    -17.380942    -17.428022
   0.12655    -17.383121    -17.426246
   0.16873    -17.385101    -17.424053
   0.21091    -17.386382    -17.422236
   0.25309    -17.386967    -17.420797
   0.25309    -17.386967    -17.420797
   0.29527    -17.386673    -17.421135
   0.33746    -17.386208    -17.421153
   0.37964    -17.385570    -17.420848
   0.42182    -17.384976    -17.420072
   0.46400    -17.384638    -17.418672
   0.50618    -17.384559    -17.416650
   0.50618    -17.384559    -17.416650
   0.55092    -17.384458    -17.418083
   0.59566    -17.384017    -17.419594
   0.64041    -17.383234    -17.421180
   0.68515    -17.382109    -17.422842
   0.72989    -17.380848    -17.424437
   0.77463    -17.379656    -17.425818
   0.81937    -17.378533    -17.426986
   0.86411    -17.377480    -17.427942
 
# Band-Index  146
   0.86411    -17.376016    -17.409489
   0.81937    -17.374975    -17.410324
   0.77463    -17.374329    -17.410540
   0.72989    -17.374079    -17.410138
   0.68515    -17.374224    -17.409116
   0.64041    -17.374283    -17.407844
   0.59566    -17.373774    -17.406690
   0.55092    -17.372697    -17.405654
   0.50618    -17.371052    -17.404735
   0.50618    -17.371052    -17.404735
   0.46400    -17.371184    -17.404623
   0.42182    -17.370653    -17.404965
   0.37964    -17.369458    -17.405758
   0.33746    -17.368106    -17.406550
   0.29527    -17.367103    -17.406886
   0.25309    -17.366450    -17.406767
   0.25309    -17.366450    -17.406767
   0.21091    -17.367037    -17.407288
   0.16873    -17.368347    -17.407882
   0.12655    -17.370379    -17.408548
   0.08436    -17.372601    -17.409121
   0.04218    -17.374480    -17.409434
   0.00000    -17.376016    -17.409489
 
# Band-Index  147
   0.00000    -17.344910    -17.373584
   0.04218    -17.344931    -17.374531
   0.08436    -17.344648    -17.376173
   0.12655    -17.344060    -17.378508
   0.16873    -17.343347    -17.380808
   0.21091    -17.342686    -17.382342
   0.25309    -17.342078    -17.383113
   0.25309    -17.342078    -17.383113
   0.29527    -17.343355    -17.383157
   0.33746    -17.345174    -17.384007
   0.37964    -17.347534    -17.385661
   0.42182    -17.349717    -17.387590
   0.46400    -17.351005    -17.389260
   0.50618    -17.351398    -17.390672
   0.50618    -17.351398    -17.390672
   0.55092    -17.351511    -17.389461
   0.59566    -17.351269    -17.387550
   0.64041    -17.350671    -17.384940
   0.68515    -17.349717    -17.381629
   0.72989    -17.348568    -17.378380
   0.77463    -17.347384    -17.375956
   0.81937    -17.346165    -17.374358
   0.86411    -17.344910    -17.373584
 
# Band-Index  148
   0.86411    -17.334127    -17.337117
   0.81937    -17.334085    -17.337236
   0.77463    -17.334386    -17.337583
   0.72989    -17.335028    -17.338158
   0.68515    -17.336011    -17.338960
   0.64041    -17.337296    -17.339862
   0.59566    -17.338840    -17.340735
   0.55092    -17.340643    -17.341580
   0.50618    -17.342707    -17.342395
   0.50618    -17.342707    -17.342395
   0.46400    -17.340423    -17.340981
   0.42182    -17.338472    -17.339943
   0.37964    -17.336851    -17.339280
   0.33746    -17.335803    -17.338891
   0.29527    -17.335566    -17.338673
   0.25309    -17.336143    -17.338628
   0.25309    -17.336143    -17.338628
   0.21091    -17.336097    -17.338052
   0.16873    -17.335859    -17.337516
   0.12655    -17.335427    -17.337017
   0.08436    -17.334931    -17.336709
   0.04218    -17.334497    -17.336742
   0.00000    -17.334127    -17.337117
 
# Band-Index  149
   0.00000    -17.309566    -17.323580
   0.04218    -17.309515    -17.323658
   0.08436    -17.309571    -17.323610
   0.12655    -17.309731    -17.323434
   0.16873    -17.309963    -17.323213
   0.21091    -17.310230    -17.323026
   0.25309    -17.310535    -17.322875
   0.25309    -17.310535    -17.322875
   0.29527    -17.313193    -17.322962
   0.33746    -17.317401    -17.324677
   0.37964    -17.323158    -17.328019
   0.42182    -17.328512    -17.331425
   0.46400    -17.331506    -17.333329
   0.50618    -17.332143    -17.333732
   0.50618    -17.332143    -17.333732
   0.55092    -17.329890    -17.333020
   0.59566    -17.327222    -17.331850
   0.64041    -17.324140    -17.330221
   0.68515    -17.320644    -17.328132
   0.72989    -17.317174    -17.326110
   0.77463    -17.314170    -17.324677
   0.81937    -17.311634    -17.323833
   0.86411    -17.309566    -17.323580
 
# Band-Index  150
   0.86411    -17.306061    -17.308945
   0.81937    -17.306925    -17.310035
   0.77463    -17.308092    -17.311311
   0.72989    -17.309562    -17.312772
   0.68515    -17.311336    -17.314420
   0.64041    -17.312641    -17.315993
   0.59566    -17.312706    -17.317231
   0.55092    -17.311530    -17.318136
   0.50618    -17.309115    -17.318707
   0.50618    -17.309115    -17.318707
   0.46400    -17.308794    -17.318479
   0.42182    -17.307988    -17.317149
   0.37964    -17.306696    -17.314717
   0.33746    -17.305372    -17.311665
   0.29527    -17.304468    -17.308475
   0.25309    -17.303986    -17.305147
   0.25309    -17.303986    -17.305147
   0.21091    -17.304364    -17.305260
   0.16873    -17.304767    -17.305804
   0.12655    -17.305195    -17.306776
   0.08436    -17.305585    -17.307809
   0.04218    -17.305873    -17.308531
   0.00000    -17.306061    -17.308945
 
# Band-Index  151
   0.00000    -17.294075    -17.294564
   0.04218    -17.293729    -17.294798
   0.08436    -17.292829    -17.295321
   0.12655    -17.291374    -17.296132
   0.16873    -17.289804    -17.296960
   0.21091    -17.288555    -17.297532
   0.25309    -17.287629    -17.297849
   0.25309    -17.287629    -17.297849
   0.29527    -17.289416    -17.297245
   0.33746    -17.290851    -17.296453
   0.37964    -17.291932    -17.295472
   0.42182    -17.292611    -17.294536
   0.46400    -17.292837    -17.293878
   0.50618    -17.292613    -17.293498
   0.50618    -17.292613    -17.293498
   0.55092    -17.291163    -17.294959
   0.59566    -17.290107    -17.295967
   0.64041    -17.289446    -17.296522
   0.68515    -17.289178    -17.296625
   0.72989    -17.289431    -17.296403
   0.77463    -17.290332    -17.295986
   0.81937    -17.291880    -17.295372
   0.86411    -17.294075    -17.294564
 
# Band-Index  152
   0.86411    -17.276767    -17.278780
   0.81937    -17.274242    -17.276984
   0.77463    -17.272242    -17.274319
   0.72989    -17.270769    -17.270784
   0.68515    -17.269820    -17.266379
   0.64041    -17.269455    -17.262693
   0.59566    -17.269728    -17.261314
   0.55092    -17.270640    -17.262242
   0.50618    -17.272192    -17.265479
   0.50618    -17.272192    -17.265479
   0.46400    -17.272579    -17.265238
   0.42182    -17.273865    -17.267012
   0.37964    -17.276048    -17.270799
   0.33746    -17.278295    -17.275136
   0.29527    -17.279769    -17.278558
   0.25309    -17.280473    -17.281067
   0.25309    -17.280473    -17.281067
   0.21091    -17.279185    -17.281116
   0.16873    -17.278145    -17.280849
   0.12655    -17.277352    -17.280265
   0.08436    -17.276842    -17.279606
   0.04218    -17.276646    -17.279110
   0.00000    -17.276767    -17.278780
 
# Band-Index  153
   0.00000    -17.261003    -17.259334
   0.04218    -17.261946    -17.259516
   0.08436    -17.264071    -17.259583
   0.12655    -17.267377    -17.259533
   0.16873    -17.270701    -17.259392
   0.21091    -17.272879    -17.259180
   0.25309    -17.273913    -17.258899
   0.25309    -17.273913    -17.258899
   0.29527    -17.270266    -17.259215
   0.33746    -17.266054    -17.259420
   0.37964    -17.261274    -17.259511
   0.42182    -17.256924    -17.259063
   0.46400    -17.253997    -17.257648
   0.50618    -17.252495    -17.255268
   0.50618    -17.252495    -17.255268
   0.55092    -17.254752    -17.258488
   0.59566    -17.257020    -17.260480
   0.64041    -17.259300    -17.261244
   0.68515    -17.261591    -17.260780
   0.72989    -17.263276    -17.259882
   0.77463    -17.263740    -17.259341
   0.81937    -17.262982    -17.259158
   0.86411    -17.261003    -17.259334
 
# Band-Index  154
   0.86411    -17.250605    -17.230666
   0.81937    -17.248708    -17.232472
   0.77463    -17.247196    -17.234544
   0.72989    -17.246070    -17.236880
   0.68515    -17.245329    -17.239481
   0.64041    -17.245035    -17.241990
   0.59566    -17.245252    -17.244053
   0.55092    -17.245979    -17.245668
   0.50618    -17.247216    -17.246837
   0.50618    -17.247216    -17.246837
   0.46400    -17.245937    -17.245026
   0.42182    -17.244848    -17.242931
   0.37964    -17.243948    -17.240551
   0.33746    -17.243322    -17.238497
   0.29527    -17.243051    -17.237376
   0.25309    -17.243137    -17.237190
   0.25309    -17.243137    -17.237190
   0.21091    -17.243740    -17.236518
   0.16873    -17.244985    -17.235563
   0.12655    -17.246869    -17.234323
   0.08436    -17.248754    -17.232996
   0.04218    -17.249999    -17.231776
   0.00000    -17.250605    -17.230666
 
# Band-Index  155
   0.00000    -17.231456    -17.227198
   0.04218    -17.232456    -17.227042
   0.08436    -17.233693    -17.227545
   0.12655    -17.235165    -17.228706
   0.16873    -17.236415    -17.229910
   0.21091    -17.236982    -17.230540
   0.25309    -17.236869    -17.230597
   0.25309    -17.236869    -17.230597
   0.29527    -17.236676    -17.231608
   0.33746    -17.235774    -17.232930
   0.37964    -17.234160    -17.234560
   0.42182    -17.232288    -17.236134
   0.46400    -17.230607    -17.237282
   0.50618    -17.229120    -17.238007
   0.50618    -17.229120    -17.238007
   0.55092    -17.228149    -17.237263
   0.59566    -17.227905    -17.235849
   0.64041    -17.228387    -17.233764
   0.68515    -17.229595    -17.231009
   0.72989    -17.230890    -17.228452
   0.77463    -17.231632    -17.226965
   0.81937    -17.231820    -17.226547
   0.86411    -17.231456    -17.227198
 
# Band-Index  156
   0.86411    -17.213972    -17.215051
   0.81937    -17.215068    -17.215242
   0.77463    -17.216280    -17.215150
   0.72989    -17.217607    -17.214774
   0.68515    -17.219049    -17.214113
   0.64041    -17.220185    -17.213438
   0.59566    -17.220595    -17.213018
   0.55092    -17.220279    -17.212853
   0.50618    -17.219236    -17.212943
   0.50618    -17.219236    -17.212943
   0.46400    -17.218405    -17.212878
   0.42182    -17.217586    -17.213163
   0.37964    -17.216778    -17.213798
   0.33746    -17.216140    -17.214588
   0.29527    -17.215828    -17.215337
   0.25309    -17.215845    -17.216047
   0.25309    -17.215845    -17.216047
   0.21091    -17.216038    -17.215427
   0.16873    -17.215856    -17.214961
   0.12655    -17.215297    -17.214647
   0.08436    -17.214653    -17.214535
   0.04218    -17.214211    -17.214669
   0.00000    -17.213972    -17.215051
 
# Band-Index  157
   0.00000    -17.186666    -17.207917
   0.04218    -17.188598    -17.208136
   0.08436    -17.191570    -17.208107
   0.12655    -17.195581    -17.207829
   0.16873    -17.199549    -17.207444
   0.21091    -17.202388    -17.207089
   0.25309    -17.204099    -17.206767
   0.25309    -17.204099    -17.206767
   0.29527    -17.203829    -17.207069
   0.33746    -17.203105    -17.207319
   0.37964    -17.201927    -17.207516
   0.42182    -17.200713    -17.207595
   0.46400    -17.199881    -17.207487
   0.50618    -17.199432    -17.207195
   0.50618    -17.199432    -17.207195
   0.55092    -17.200074    -17.207898
   0.59566    -17.199733    -17.208354
   0.64041    -17.198409    -17.208563
   0.68515    -17.196101    -17.208525
   0.72989    -17.193411    -17.208366
   0.77463    -17.190942    -17.208211
   0.81937    -17.188694    -17.208061
   0.86411    -17.186666    -17.207917
 
# Band-Index  158
   0.86411    -17.182347    -17.197832
   0.81937    -17.182533    -17.197377
   0.77463    -17.182114    -17.197021
   0.72989    -17.181091    -17.196765
   0.68515    -17.179464    -17.196608
   0.64041    -17.177779    -17.196609
   0.59566    -17.176584    -17.196826
   0.55092    -17.175878    -17.197259
   0.50618    -17.175662    -17.197909
   0.50618    -17.175662    -17.197909
   0.46400    -17.176087    -17.197627
   0.42182    -17.177036    -17.197256
   0.37964    -17.178507    -17.196794
   0.33746    -17.180008    -17.196382
   0.29527    -17.181045    -17.196158
   0.25309    -17.181620    -17.196123
   0.25309    -17.181620    -17.196123
   0.21091    -17.182367    -17.196119
   0.16873    -17.183175    -17.196299
   0.12655    -17.184044    -17.196663
   0.08436    -17.184455    -17.197097
   0.04218    -17.183889    -17.197486
   0.00000    -17.182347    -17.197832
 
# Band-Index  159
   0.00000    -17.178316    -17.168607
   0.04218    -17.176381    -17.168551
   0.08436    -17.174750    -17.168327
   0.12655    -17.173421    -17.167934
   0.16873    -17.172552    -17.167520
   0.21091    -17.172300    -17.167233
   0.25309    -17.172665    -17.167073
   0.25309    -17.172665    -17.167073
   0.29527    -17.172826    -17.167559
   0.33746    -17.173004    -17.168465
   0.37964    -17.173198    -17.169789
   0.42182    -17.173340    -17.171097
   0.46400    -17.173361    -17.171953
   0.50618    -17.173261    -17.172358
   0.50618    -17.173261    -17.172358
   0.55092    -17.172967    -17.172193
   0.59566    -17.172937    -17.171847
   0.64041    -17.173169    -17.171320
   0.68515    -17.173664    -17.170612
   0.72989    -17.174424    -17.169888
   0.77463    -17.175453    -17.169312
   0.81937    -17.176750    -17.168885
   0.86411    -17.178316    -17.168607
 
# Band-Index  160
   0.86411    -17.174732    -17.105086
   0.81937    -17.173090    -17.104999
   0.77463    -17.171487    -17.104788
   0.72989    -17.169924    -17.104452
   0.68515    -17.168400    -17.103991
   0.64041    -17.167124    -17.103525
   0.59566    -17.166306    -17.103171
   0.55092    -17.165945    -17.102931
   0.50618    -17.166041    -17.102803
   0.50618    -17.166041    -17.102803
   0.46400    -17.165478    -17.102865
   0.42182    -17.164498    -17.103027
   0.37964    -17.163098    -17.103289
   0.33746    -17.161677    -17.103559
   0.29527    -17.160628    -17.103744
   0.25309    -17.159954    -17.103846
   0.25309    -17.159954    -17.103846
   0.21091    -17.160765    -17.103938
   0.16873    -17.162620    -17.104143
   0.12655    -17.165517    -17.104461
   0.08436    -17.168821    -17.104780
   0.04218    -17.171892    -17.104988
   0.00000    -17.174732    -17.105086
 
# Band-Index  161
   0.00000    -17.164967    -17.069830
   0.04218    -17.164616    -17.069751
   0.08436    -17.162913    -17.069602
   0.12655    -17.159855    -17.069382
   0.16873    -17.156656    -17.069167
   0.21091    -17.154524    -17.069031
   0.25309    -17.153461    -17.068975
   0.25309    -17.153461    -17.068975
   0.29527    -17.152484    -17.068418
   0.33746    -17.151066    -17.067481
   0.37964    -17.149205    -17.066163
   0.42182    -17.147461    -17.064894
   0.46400    -17.146390    -17.064103
   0.50618    -17.145994    -17.063792
   0.50618    -17.145994    -17.063792
   0.55092    -17.147530    -17.064076
   0.59566    -17.149849    -17.064659
   0.64041    -17.152949    -17.065540
   0.68515    -17.156831    -17.066719
   0.72989    -17.160545    -17.067910
   0.77463    -17.163138    -17.068825
   0.81937    -17.164612    -17.069465
   0.86411    -17.164967    -17.069830
 
# Band-Index  162
   0.86411    -17.124358    -17.043263
   0.81937    -17.124384    -17.042932
   0.77463    -17.124422    -17.042302
   0.72989    -17.124473    -17.041372
   0.68515    -17.124536    -17.040143
   0.64041    -17.124626    -17.038916
   0.59566    -17.124755    -17.037990
   0.55092    -17.124924    -17.037368
   0.50618    -17.125132    -17.037048
   0.50618    -17.125132    -17.037048
   0.46400    -17.125287    -17.037554
   0.42182    -17.125563    -17.038514
   0.37964    -17.125959    -17.039928
   0.33746    -17.126342    -17.041321
   0.29527    -17.126579    -17.042217
   0.25309    -17.126670    -17.042617
   0.25309    -17.126670    -17.042617
   0.21091    -17.126574    -17.042646
   0.16873    -17.126231    -17.042742
   0.12655    -17.125639    -17.042904
   0.08436    -17.125020    -17.043074
   0.04218    -17.124592    -17.043193
   0.00000    -17.124358    -17.043263
 
# Band-Index  163
   0.00000    -17.100390    -17.006527
   0.04218    -17.100699    -17.006568
   0.08436    -17.101643    -17.006672
   0.12655    -17.103221    -17.006836
   0.16873    -17.104903    -17.007010
   0.21091    -17.106157    -17.007138
   0.25309    -17.106985    -17.007222
   0.25309    -17.106985    -17.007222
   0.29527    -17.107130    -17.006583
   0.33746    -17.107406    -17.005341
   0.37964    -17.107811    -17.003494
   0.42182    -17.108209    -17.001662
   0.46400    -17.108463    -17.000460
   0.50618    -17.108574    -16.999889
   0.50618    -17.108574    -16.999889
   0.55092    -17.108053    -17.000195
   0.59566    -17.107162    -17.000834
   0.64041    -17.105901    -17.001806
   0.68515    -17.104271    -17.003111
   0.72989    -17.102666    -17.004428
   0.77463    -17.101485    -17.005437
   0.81937    -17.100726    -17.006136
   0.86411    -17.100390    -17.006527
 
# Band-Index  164
   0.86411    -17.092571    -16.952962
   0.81937    -17.092470    -16.952877
   0.77463    -17.092366    -16.952752
   0.72989    -17.092260    -16.952586
   0.68515    -17.092151    -16.952378
   0.64041    -17.092056    -16.952183
   0.59566    -17.091990    -16.952054
   0.55092    -17.091953    -16.951990
   0.50618    -17.091946    -16.951993
   0.50618    -17.091946    -16.951993
   0.46400    -17.091846    -16.952033
   0.42182    -17.091650    -16.952094
   0.37964    -17.091358    -16.952175
   0.33746    -17.091063    -16.952252
   0.29527    -17.090857    -16.952300
   0.25309    -17.090740    -16.952319
   0.25309    -17.090740    -16.952319
   0.21091    -17.090917    -16.952351
   0.16873    -17.091263    -16.952449
   0.12655    -17.091776    -16.952611
   0.08436    -17.092263    -16.952780
   0.04218    -17.092527    -16.952896
   0.00000    -17.092571    -16.952962
 
# Band-Index  165
   0.00000    -17.064473    -16.890160
   0.04218    -17.064126    -16.890137
   0.08436    -17.063387    -16.890103
   0.12655    -17.062253    -16.890055
   0.16873    -17.061103    -16.890012
   0.21091    -17.060311    -16.889988
   0.25309    -17.059880    -16.889984
   0.25309    -17.059880    -16.889984
   0.29527    -17.060204    -16.890015
   0.33746    -17.060856    -16.890092
   0.37964    -17.061834    -16.890213
   0.42182    -17.062819    -16.890340
   0.46400    -17.063486    -16.890429
   0.50618    -17.063837    -16.890482
   0.50618    -17.063837    -16.890482
   0.55092    -17.063819    -16.890442
   0.59566    -17.063872    -16.890397
   0.64041    -17.063997    -16.890346
   0.68515    -17.064194    -16.890289
   0.72989    -17.064386    -16.890235
   0.77463    -17.064496    -16.890196
   0.81937    -17.064525    -16.890171
   0.86411    -17.064473    -16.890160
 
# Band-Index  166
   0.86411    -17.003519    -16.879444
   0.81937    -17.003376    -16.879539
   0.77463    -17.003217    -16.879719
   0.72989    -17.003041    -16.879984
   0.68515    -17.002848    -16.880334
   0.64041    -17.002679    -16.880689
   0.59566    -17.002576    -16.880969
   0.55092    -17.002538    -16.881174
   0.50618    -17.002565    -16.881304
   0.50618    -17.002565    -16.881304
   0.46400    -17.002552    -16.881217
   0.42182    -17.002515    -16.881062
   0.37964    -17.002453    -16.880838
   0.33746    -17.002384    -16.880618
   0.29527    -17.002324    -16.880473
   0.25309    -17.002275    -16.880405
   0.25309    -17.002275    -16.880405
   0.21091    -17.002420    -16.880310
   0.16873    -17.002652    -16.880144
   0.12655    -17.002969    -16.879906
   0.08436    -17.003271    -16.879673
   0.04218    -17.003454    -16.879518
   0.00000    -17.003519    -16.879444
 
# Band-Index  167
   0.00000    -16.976897    -16.804787
   0.04218    -16.977290    -16.804783
   0.08436    -16.978532    -16.804788
   0.12655    -16.980621    -16.804802
   0.16873    -16.982854    -16.804822
   0.21091    -16.984523    -16.804844
   0.25309    -16.985630    -16.804868
   0.25309    -16.985630    -16.804868
   0.29527    -16.985718    -16.804870
   0.33746    -16.985872    -16.804897
   0.37964    -16.986091    -16.804946
   0.42182    -16.986309    -16.805001
   0.46400    -16.986456    -16.805043
   0.50618    -16.986534    -16.805073
   0.50618    -16.986534    -16.805073
   0.55092    -16.985665    -16.805032
   0.59566    -16.984499    -16.804990
   0.64041    -16.983036    -16.804949
   0.68515    -16.981276    -16.804907
   0.72989    -16.979572    -16.804867
   0.77463    -16.978273    -16.804834
   0.81937    -16.977382    -16.804807
   0.86411    -16.976897    -16.804787
 
# Band-Index  168
   0.86411    -16.955447    -16.697234
   0.81937    -16.955760    -16.697242
   0.77463    -16.956871    -16.697248
   0.72989    -16.958778    -16.697253
   0.68515    -16.961482    -16.697256
   0.64041    -16.964168    -16.697258
   0.59566    -16.966021    -16.697259
   0.55092    -16.967041    -16.697260
   0.50618    -16.967228    -16.697261
   0.50618    -16.967228    -16.697261
   0.46400    -16.966934    -16.697245
   0.42182    -16.966407    -16.697238
   0.37964    -16.965647    -16.697239
   0.33746    -16.964911    -16.697245
   0.29527    -16.964455    -16.697249
   0.25309    -16.964280    -16.697254
   0.25309    -16.964280    -16.697254
   0.21091    -16.963857    -16.697238
   0.16873    -16.962651    -16.697226
   0.12655    -16.960659    -16.697218
   0.08436    -16.958491    -16.697216
   0.04218    -16.956753    -16.697221
   0.00000    -16.955447    -16.697234
 
# Band-Index  169
   0.00000    -16.953454    -16.680521
   0.04218    -16.952932    -16.681231
   0.08436    -16.952499    -16.682247
   0.12655    -16.952152    -16.683566
   0.16873    -16.951907    -16.684805
   0.21091    -16.951777    -16.685575
   0.25309    -16.951764    -16.685878
   0.25309    -16.951764    -16.685878
   0.29527    -16.950904    -16.685668
   0.33746    -16.949223    -16.685124
   0.37964    -16.946719    -16.684243
   0.42182    -16.944229    -16.683307
   0.46400    -16.942589    -16.682595
   0.50618    -16.941799    -16.682108
   0.50618    -16.941799    -16.682108
   0.55092    -16.942376    -16.683638
   0.59566    -16.943633    -16.684642
   0.64041    -16.945570    -16.685119
   0.68515    -16.948185    -16.685070
   0.72989    -16.950731    -16.684552
   0.77463    -16.952458    -16.683621
   0.81937    -16.953365    -16.682277
   0.86411    -16.953454    -16.680521
 
# Band-Index  170
   0.86411    -16.909530    -16.664750
   0.81937    -16.909486    -16.663293
   0.77463    -16.909389    -16.662392
   0.72989    -16.909237    -16.662047
   0.68515    -16.909031    -16.662257
   0.64041    -16.908825    -16.662882
   0.59566    -16.908671    -16.663779
   0.55092    -16.908568    -16.664949
   0.50618    -16.908519    -16.666392
   0.50618    -16.908519    -16.666392
   0.46400    -16.908544    -16.665876
   0.42182    -16.908597    -16.665245
   0.37964    -16.908676    -16.664496
   0.33746    -16.908755    -16.663835
   0.29527    -16.908804    -16.663465
   0.25309    -16.908826    -16.663388
   0.25309    -16.908826    -16.663388
   0.21091    -16.908863    -16.663286
   0.16873    -16.908969    -16.663302
   0.12655    -16.909142    -16.663436
   0.08436    -16.909323    -16.663711
   0.04218    -16.909452    -16.664149
   0.00000    -16.909530    -16.664750
 
# Band-Index  171
