#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# Interpolated-NKPTS & NBANDS:  231424
# Band-Index    1
   0.21091     -0.725973     -1.053095
   0.25309     -0.726602     -1.050094
   0.25309     -0.726602     -1.050094
   0.29527     -0.726079     -1.045874
   0.33746     -0.724581     -1.042998
   0.37964     -0.722105     -1.041464
   0.42182     -0.719479     -1.041595
   0.46400     -0.717525     -1.043708
   0.50618     -0.716246     -1.047805
   0.50618     -0.716246     -1.047805
   0.55092     -0.718808     -1.043029
   0.59566     -0.720753     -1.040335
   0.64041     -0.722080     -1.039723
   0.68515     -0.722790     -1.041191
   0.72989     -0.722356     -1.045091
   0.77463     -0.720253     -1.051774
   0.81937     -0.716481     -1.061238
   0.86411     -0.711041     -1.073485
 
# Band-Index  560
   0.86411     -0.695062     -1.039821
   0.81937     -0.693121     -1.043137
   0.77463     -0.690926     -1.043751
   0.72989     -0.688477     -1.041662
   0.68515     -0.685773     -1.036869
   0.64041     -0.683377     -1.030974
   0.59566     -0.681851     -1.025574
   0.55092     -0.681195     -1.020671
   0.50618     -0.681409     -1.016264
   0.50618     -0.681409     -1.016264
   0.46400     -0.681886     -1.017773
   0.42182     -0.682996     -1.019774
   0.37964     -0.684737     -1.022264
   0.33746     -0.686562     -1.023841
   0.29527     -0.687922     -1.023097
   0.25309     -0.688819     -1.020035
   0.25309     -0.688819     -1.020035
   0.21091     -0.688912     -1.024647
   0.16873     -0.689711     -1.029834
   0.12655     -0.691214     -1.035594
   0.08436     -0.692879     -1.040096
   0.04218     -0.694161     -1.041504
   0.00000     -0.695062     -1.039821
 
# Band-Index  561
   0.00000     -0.647788     -0.996753
   0.04218     -0.650125     -0.998365
   0.08436     -0.653260     -0.999037
   0.12655     -0.657192     -0.998768
   0.16873     -0.660740     -0.998706
   0.21091     -0.662720     -0.999997
   0.25309     -0.663133     -1.002642
   0.25309     -0.663133     -1.002642
   0.29527     -0.660697     -1.001999
   0.33746     -0.657262     -1.001329
   0.37964     -0.652827     -1.000630
   0.42182     -0.648779     -1.000650
   0.46400     -0.646500     -1.002132
   0.50618     -0.645992     -1.005078
   0.50618     -0.645992     -1.005078
   0.55092     -0.645317     -1.004289
   0.59566     -0.645016     -1.003010
   0.64041     -0.645090     -1.001242
   0.68515     -0.645537     -0.998983
   0.72989     -0.646154     -0.996966
   0.77463     -0.646735     -0.995922
   0.81937     -0.647279     -0.995851
   0.86411     -0.647788     -0.996753
 
# Band-Index  562
   0.86411     -0.577111     -0.968617
   0.81937     -0.577180     -0.971495
   0.77463     -0.577157     -0.973463
   0.72989     -0.577041     -0.974523
   0.68515     -0.576832     -0.974672
   0.64041     -0.576521     -0.975946
   0.59566     -0.576095     -0.980379
   0.55092     -0.575556     -0.987970
   0.50618     -0.574904     -0.998721
   0.50618     -0.574904     -0.998721
   0.46400     -0.574473     -0.996197
   0.42182     -0.574097     -0.990561
   0.37964     -0.573773     -0.981810
   0.33746     -0.573610     -0.973730
   0.29527     -0.573713     -0.970103
   0.25309     -0.574085     -0.970930
   0.25309     -0.574085     -0.970930
   0.21091     -0.573010     -0.971921
   0.16873     -0.572673     -0.972139
   0.12655     -0.573071     -0.971583
   0.08436     -0.574031     -0.970625
   0.04218     -0.575377     -0.969636
   0.00000     -0.577111     -0.968617
 
# Band-Index  563
   0.00000     -0.525124     -0.951932
   0.04218     -0.527640     -0.960204
   0.08436     -0.530890     -0.962931
   0.12655     -0.534872     -0.960111
   0.16873     -0.538426     -0.954702
   0.21091     -0.540389     -0.949660
   0.25309     -0.540764     -0.944987
   0.25309     -0.540764     -0.944987
   0.29527     -0.540452     -0.945354
   0.33746     -0.539671     -0.945367
   0.37964     -0.538421     -0.945026
   0.42182     -0.537151     -0.944285
   0.46400     -0.536310     -0.943097
   0.50618     -0.535898     -0.941463
   0.50618     -0.535898     -0.941463
   0.55092     -0.535050     -0.945081
   0.59566     -0.533789     -0.949135
   0.64041     -0.532114     -0.953624
   0.68515     -0.530025     -0.958548
   0.72989     -0.527997     -0.961991
   0.77463     -0.526504     -0.962036
   0.81937     -0.525546     -0.958683
   0.86411     -0.525124     -0.951932
 
# Band-Index  564
   0.86411     -0.495472     -0.929118
   0.81937     -0.492259     -0.932319
   0.77463     -0.489304     -0.934293
   0.72989     -0.486606     -0.935040
   0.68515     -0.484164     -0.934561
   0.64041     -0.482343     -0.933461
   0.59566     -0.481503     -0.932345
   0.55092     -0.481646     -0.931213
   0.50618     -0.482771     -0.930065
   0.50618     -0.482771     -0.930065
   0.46400     -0.483188     -0.925968
   0.42182     -0.484728     -0.925516
   0.37964     -0.487391     -0.928708
   0.33746     -0.490201     -0.932550
   0.29527     -0.492181     -0.934045
   0.25309     -0.493331     -0.933196
   0.25309     -0.493331     -0.933196
   0.21091     -0.493918     -0.929608
   0.16873     -0.494410     -0.928741
   0.12655     -0.494805     -0.930592
   0.08436     -0.495111     -0.932570
   0.04218     -0.495333     -0.932078
   0.00000     -0.495472     -0.929118
 
# Band-Index  565
   0.00000     -0.465267     -0.906931
   0.04218     -0.466302     -0.900946
   0.08436     -0.468691     -0.900366
   0.12655     -0.472433     -0.905190
   0.16873     -0.476289     -0.910581
   0.21091     -0.479016     -0.911697
   0.25309     -0.480617     -0.908540
   0.25309     -0.480617     -0.908540
   0.29527     -0.480296     -0.910605
   0.33746     -0.479148     -0.913063
   0.37964     -0.477172     -0.915913
   0.42182     -0.475002     -0.917384
   0.46400     -0.473272     -0.915704
   0.50618     -0.471982     -0.910875
   0.50618     -0.471982     -0.910875
   0.55092     -0.471629     -0.914413
   0.59566     -0.470974     -0.915905
   0.64041     -0.470014     -0.915352
   0.68515     -0.468751     -0.912753
   0.72989     -0.467471     -0.909673
   0.77463     -0.466464     -0.907676
   0.81937     -0.465729     -0.906761
   0.86411     -0.465267     -0.906931
 
# Band-Index  566
   0.86411     -0.448715     -0.890492
   0.81937     -0.449621     -0.887771
   0.77463     -0.448405     -0.884956
   0.72989     -0.445066     -0.882046
   0.68515     -0.439605     -0.879043
   0.64041     -0.433691     -0.875003
   0.59566     -0.428993     -0.868985
   0.55092     -0.425512     -0.860989
   0.50618     -0.423247     -0.851015
   0.50618     -0.423247     -0.851015
   0.46400     -0.423685     -0.852253
   0.42182     -0.425082     -0.855432
   0.37964     -0.427437     -0.860550
   0.33746     -0.429828     -0.865608
   0.29527     -0.431329     -0.868604
   0.25309     -0.431942     -0.869540
   0.25309     -0.431942     -0.869540
   0.21091     -0.433185     -0.866906
   0.16873     -0.435891     -0.866997
   0.12655     -0.440060     -0.869811
   0.08436     -0.444289     -0.874894
   0.04218     -0.447174     -0.881787
   0.00000     -0.448715     -0.890492
 
# Band-Index  567
   0.00000     -0.355618     -0.860002
   0.04218     -0.356846     -0.859336
   0.08436     -0.359257     -0.856447
   0.12655     -0.362848     -0.851332
   0.16873     -0.366424     -0.847006
   0.21091     -0.368785     -0.846480
   0.25309     -0.369933     -0.849755
   0.25309     -0.369933     -0.849755
   0.29527     -0.370959     -0.849026
   0.33746     -0.372412     -0.847549
   0.37964     -0.374290     -0.845322
   0.42182     -0.375848     -0.842713
   0.46400     -0.376338     -0.840084
   0.50618     -0.375763     -0.837438
   0.50618     -0.375763     -0.837438
   0.55092     -0.378343     -0.838722
   0.59566     -0.378610     -0.841444
   0.64041     -0.376566     -0.845605
   0.68515     -0.372210     -0.851205
   0.72989     -0.367039     -0.856493
   0.77463     -0.362550     -0.859722
   0.81937     -0.358743     -0.860892
   0.86411     -0.355618     -0.860002
 
# Band-Index  568
   0.86411     -0.341179     -0.851711
   0.81937     -0.341249     -0.850227
   0.77463     -0.340858     -0.846463
   0.72989     -0.340005     -0.840418
   0.68515     -0.338690     -0.832093
   0.64041     -0.337284     -0.823173
   0.59566     -0.336161     -0.815342
   0.55092     -0.335320     -0.808602
   0.50618     -0.334762     -0.802951
   0.50618     -0.334762     -0.802951
   0.46400     -0.334862     -0.806993
   0.42182     -0.334802     -0.813361
   0.37964     -0.334581     -0.822052
   0.33746     -0.334300     -0.830643
   0.29527     -0.334055     -0.836707
   0.25309     -0.333848     -0.840247
   0.25309     -0.333848     -0.840247
   0.21091     -0.334378     -0.842307
   0.16873     -0.335605     -0.843891
   0.12655     -0.337528     -0.844996
   0.08436     -0.339449     -0.846320
   0.04218     -0.340665     -0.848558
   0.00000     -0.341179     -0.851711
 
# Band-Index  569
   0.00000     -0.253461     -0.822526
   0.04218     -0.251265     -0.823944
   0.08436     -0.247346     -0.819018
   0.12655     -0.241702     -0.807746
   0.16873     -0.236180     -0.794524
   0.21091     -0.232625     -0.783745
   0.25309     -0.231038     -0.775410
   0.25309     -0.231038     -0.775410
   0.29527     -0.233391     -0.776508
   0.33746     -0.238788     -0.779333
   0.37964     -0.247228     -0.783883
   0.42182     -0.255942     -0.788757
   0.46400     -0.262161     -0.792549
   0.50618     -0.265885     -0.795261
   0.50618     -0.265885     -0.795261
   0.55092     -0.261804     -0.786978
   0.59566     -0.258227     -0.783440
   0.64041     -0.255151     -0.784647
   0.68515     -0.252579     -0.790599
   0.72989     -0.250893     -0.798838
   0.77463     -0.250478     -0.806906
   0.81937     -0.251334     -0.814801
   0.86411     -0.253461     -0.822526
 
# Band-Index  570
   0.86411     -0.001472     -0.733180
   0.81937     -0.001693     -0.735555
   0.77463     -0.002070     -0.736896
   0.72989     -0.002602     -0.737203
   0.68515     -0.003289     -0.736474
   0.64041     -0.003963     -0.735981
   0.59566     -0.004457     -0.736994
   0.55092     -0.004770     -0.739512
   0.50618     -0.004903     -0.743536
   0.50618     -0.004903     -0.743536
   0.46400     -0.004714     -0.741898
   0.42182     -0.004322     -0.739414
   0.37964     -0.003725     -0.736081
   0.33746     -0.003125     -0.732981
   0.29527     -0.002720     -0.731191
   0.25309     -0.002512     -0.730713
   0.25309     -0.002512     -0.730713
   0.21091     -0.002428     -0.731875
   0.16873     -0.002257     -0.733262
   0.12655     -0.001998     -0.734872
   0.08436     -0.001738     -0.735833
   0.04218     -0.001562     -0.735268
   0.00000     -0.001472     -0.733180
 
# Band-Index  571
   0.00000      0.206872     -0.724303
   0.04218      0.206778     -0.723254
   0.08436      0.206551     -0.720489
   0.12655      0.206194     -0.716007
   0.16873      0.205825     -0.711306
   0.21091      0.205568     -0.707880
   0.25309      0.205420     -0.705730
   0.25309      0.205420     -0.705730
   0.29527      0.205623     -0.705634
   0.33746      0.205898     -0.706630
   0.37964      0.206246     -0.708716
   0.42182      0.206545     -0.711238
   0.46400      0.206677     -0.713541
   0.50618      0.206640     -0.715626
   0.50618      0.206640     -0.715626
   0.55092      0.206601     -0.711884
   0.59566      0.206574     -0.710560
   0.64041      0.206560     -0.711655
   0.68515      0.206558     -0.715169
   0.72989      0.206581     -0.719282
   0.77463      0.206641     -0.722175
   0.81937      0.206738     -0.723849
   0.86411      0.206872     -0.724303
 
# Band-Index  572
   0.86411      0.211979     -0.693500
   0.81937      0.212326     -0.692126
   0.77463      0.212635     -0.692562
   0.72989      0.212908     -0.694807
   0.68515      0.213145     -0.698861
   0.64041      0.213292     -0.702403
   0.59566      0.213300     -0.703111
   0.55092      0.213167     -0.700986
   0.50618      0.212894     -0.696027
   0.50618      0.212894     -0.696027
   0.46400      0.212710     -0.695054
   0.42182      0.212458     -0.693572
   0.37964      0.212140     -0.691581
   0.33746      0.211863     -0.690189
   0.29527      0.211739     -0.690504
   0.25309      0.211765     -0.692527
   0.25309      0.211765     -0.692527
   0.21091      0.211775     -0.699969
   0.16873      0.211795     -0.702355
   0.12655      0.211827     -0.699684
   0.08436      0.211869     -0.695532
   0.04218      0.211920     -0.693470
   0.00000      0.211979     -0.693500
 
# Band-Index  573
   0.00000      0.358874     -0.682143
   0.04218      0.359092     -0.682522
   0.08436      0.359506     -0.681999
   0.12655      0.360118     -0.680572
   0.16873      0.360721     -0.680182
   0.21091      0.361113     -0.682766
   0.25309      0.361291     -0.688325
   0.25309      0.361291     -0.688325
   0.29527      0.360577     -0.689632
   0.33746      0.359127     -0.688206
   0.37964      0.356944     -0.684045
   0.42182      0.354750     -0.679638
   0.46400      0.353271     -0.677473
   0.50618      0.352504     -0.677552
   0.50618      0.352504     -0.677552
   0.55092      0.352766     -0.677899
   0.59566      0.353354     -0.678918
   0.64041      0.354270     -0.680607
   0.68515      0.355512     -0.682968
   0.72989      0.356777     -0.684939
   0.77463      0.357759     -0.685459
   0.81937      0.358458     -0.684526
   0.86411      0.358874     -0.682143
 
# Band-Index  574
   0.86411      0.417253     -0.646352
   0.81937      0.417242     -0.643581
   0.77463      0.417533     -0.644045
   0.72989      0.418125     -0.647743
   0.68515      0.419020     -0.654675
   0.64041      0.419972     -0.661896
   0.59566      0.420736     -0.666460
   0.55092      0.421314     -0.668367
   0.50618      0.421704     -0.667617
   0.50618      0.421704     -0.667617
   0.46400      0.421438     -0.667432
   0.42182      0.420883     -0.668812
   0.37964      0.420040     -0.671756
   0.33746      0.419201     -0.674916
   0.29527      0.418662     -0.676941
   0.25309      0.418421     -0.677834
   0.25309      0.418421     -0.677834
   0.21091      0.418328     -0.666306
   0.16873      0.418127     -0.657055
   0.12655      0.417818     -0.650078
   0.08436      0.417513     -0.645772
   0.04218      0.417325     -0.644529
   0.00000      0.417253     -0.646352
 
# Band-Index  575
   0.00000      0.466636     -0.615743
   0.04218      0.466667     -0.619136
   0.08436      0.466665     -0.624579
   0.12655      0.466633     -0.632069
   0.16873      0.466585     -0.638415
   0.21091      0.466538     -0.640422
   0.25309      0.466490     -0.638093
   0.25309      0.466490     -0.638093
   0.29527      0.466058     -0.636572
   0.33746      0.465242     -0.636884
   0.37964      0.464043     -0.639028
   0.42182      0.462853     -0.641325
   0.46400      0.462064     -0.642092
   0.50618      0.461676     -0.641332
   0.50618      0.461676     -0.641332
   0.55092      0.462092     -0.640082
   0.59566      0.462692     -0.637011
   0.64041      0.463475     -0.632118
   0.68515      0.464441     -0.625405
   0.72989      0.465372     -0.619083
   0.77463      0.466048     -0.615365
   0.81937      0.466469     -0.614252
   0.86411      0.466636     -0.615743
 
# Band-Index  576
   0.86411      0.552819     -0.582725
   0.81937      0.552464     -0.589213
   0.77463      0.552082     -0.593743
   0.72989      0.551672     -0.596317
   0.68515      0.551234     -0.596934
   0.64041      0.550850     -0.597487
   0.59566      0.550603     -0.599872
   0.55092      0.550492     -0.604088
   0.50618      0.550517     -0.610136
   0.50618      0.550517     -0.610136
   0.46400      0.551001     -0.608545
   0.42182      0.551813     -0.607334
   0.37964      0.552955     -0.606502
   0.33746      0.554075     -0.605819
   0.29527      0.554822     -0.605051
   0.25309      0.555195     -0.604201
   0.25309      0.555195     -0.604201
   0.21091      0.555020     -0.602282
   0.16873      0.554634     -0.598610
   0.12655      0.554040     -0.593183
   0.08436      0.553438     -0.587819
   0.04218      0.553032     -0.584332
   0.00000      0.552819     -0.582725
 
# Band-Index  577
   0.00000      0.663596     -0.575061
   0.04218      0.663799     -0.576374
   0.08436      0.664203     -0.577533
   0.12655      0.664809     -0.578536
   0.16873      0.665415     -0.579300
   0.21091      0.665822     -0.579738
   0.25309      0.666029     -0.579851
   0.25309      0.666029     -0.579851
   0.29527      0.664078     -0.580606
   0.33746      0.660790     -0.581250
   0.37964      0.656167     -0.581782
   0.42182      0.651692     -0.582087
   0.46400      0.648849     -0.582050
   0.50618      0.647637     -0.581671
   0.50618      0.647637     -0.581671
   0.55092      0.648462     -0.581180
   0.59566      0.650032     -0.580457
   0.64041      0.652345     -0.579503
   0.68515      0.655404     -0.578316
   0.72989      0.658489     -0.577135
   0.77463      0.660882     -0.576199
   0.81937      0.662585     -0.575507
   0.86411      0.663596     -0.575061
 
# Band-Index  578
   0.86411      0.749995     -0.551279
   0.81937      0.750797     -0.551801
   0.77463      0.751715     -0.552778
   0.72989      0.752749     -0.554209
   0.68515      0.753898     -0.556094
   0.64041      0.754975     -0.558146
   0.59566      0.755789     -0.560076
   0.55092      0.756342     -0.561886
   0.50618      0.756632     -0.563576
   0.50618      0.756632     -0.563576
   0.46400      0.756444     -0.563038
   0.42182      0.755934     -0.561808
   0.37964      0.755105     -0.559883
   0.33746      0.754208     -0.558028
   0.29527      0.753499     -0.557004
   0.25309      0.752977     -0.556814
   0.25309      0.752977     -0.556814
   0.21091      0.752801     -0.557183
   0.16873      0.752336     -0.557064
   0.12655      0.751583     -0.556454
   0.08436      0.750808     -0.555310
   0.04218      0.750279     -0.553584
   0.00000      0.749995     -0.551279
 
# Band-Index  579
   0.00000      0.779202     -0.528161
   0.04218      0.778803     -0.530370
   0.08436      0.778171     -0.530928
   0.12655      0.777309     -0.529833
   0.16873      0.776499     -0.528604
   0.21091      0.776029     -0.528754
   0.25309      0.775896     -0.530285
   0.25309      0.775896     -0.530285
   0.29527      0.777758     -0.529880
   0.33746      0.780938     -0.530332
   0.37964      0.785438     -0.531640
   0.42182      0.789786     -0.533304
   0.46400      0.792512     -0.534821
   0.50618      0.793614     -0.536193
   0.50618      0.793614     -0.536193
   0.55092      0.794469     -0.537468
   0.59566      0.793994     -0.538005
   0.64041      0.792189     -0.537805
   0.68515      0.789056     -0.536867
   0.72989      0.785591     -0.535342
   0.77463      0.782794     -0.533383
   0.81937      0.780664     -0.530989
   0.86411      0.779202     -0.528161
 
# Band-Index  580
   0.86411      0.878146     -0.524763
   0.81937      0.876046     -0.522984
   0.77463      0.874193     -0.522222
   0.72989      0.872588     -0.522476
   0.68515      0.871232     -0.523746
   0.64041      0.870568     -0.524386
   0.59566      0.871044     -0.522751
   0.55092      0.872658     -0.518840
   0.50618      0.875410     -0.512654
   0.50618      0.875410     -0.512654
   0.46400      0.873631     -0.519040
   0.42182      0.870631     -0.522359
   0.37964      0.866411     -0.522608
   0.33746      0.862335     -0.520741
   0.29527      0.859767     -0.517706
   0.25309      0.858707     -0.513506
   0.25309      0.858707     -0.513506
   0.21091      0.860251     -0.515424
   0.16873      0.863420     -0.517374
   0.12655      0.868214     -0.519353
   0.08436      0.873055     -0.521284
   0.04218      0.876366     -0.523087
   0.00000      0.878146     -0.524763
 
# Band-Index  581
   0.00000      0.932846     -0.510977
   0.04218      0.933814     -0.502434
   0.08436      0.935481     -0.497413
   0.12655      0.937849     -0.495913
   0.16873      0.940154     -0.496346
   0.21091      0.941633     -0.497120
   0.25309      0.942285     -0.498236
   0.25309      0.942285     -0.498236
   0.29527      0.941979     -0.496838
   0.33746      0.941154     -0.496545
   0.37964      0.939813     -0.497355
   0.42182      0.938394     -0.499465
   0.46400      0.937339     -0.503068
   0.50618      0.936647     -0.508165
   0.50618      0.936647     -0.508165
   0.55092      0.937354     -0.504271
   0.59566      0.937569     -0.501262
   0.64041      0.937294     -0.499136
   0.68515      0.936529     -0.497895
   0.72989      0.935541     -0.498114
   0.77463      0.934598     -0.500367
   0.81937      0.933700     -0.504654
   0.86411      0.932846     -0.510977
 
# Band-Index  582
   0.86411      1.012611     -0.474127
   0.81937      1.012749     -0.476749
   0.77463      1.012948     -0.476959
   0.72989      1.013208     -0.474758
   0.68515      1.013530     -0.470145
   0.64041      1.013817     -0.464884
   0.59566      1.013975     -0.460737
   0.55092      1.014004     -0.457703
   0.50618      1.013902     -0.455785
   0.50618      1.013902     -0.455785
   0.46400      1.013965     -0.454926
   0.42182      1.014009     -0.453164
   0.37964      1.014036     -0.450497
   0.33746      1.014039     -0.447850
   0.29527      1.014012     -0.446147
   0.25309      1.013954     -0.445390
   0.25309      1.013954     -0.445390
   0.21091      1.013889     -0.447378
   0.16873      1.013691     -0.452842
   0.12655      1.013362     -0.461780
   0.08436      1.013015     -0.470270
   0.04218      1.012765     -0.474385
   0.00000      1.012611     -0.474127
 
# Band-Index  583
   0.00000      1.147255     -0.437064
   0.04218      1.147513     -0.435376
   0.08436      1.148032     -0.430588
   0.12655      1.148812     -0.422697
   0.16873      1.149590     -0.414490
   0.21091      1.150104     -0.408750
   0.25309      1.150354     -0.405479
   0.25309      1.150354     -0.405479
   0.29527      1.150581     -0.404814
   0.33746      1.151059     -0.404068
   0.37964      1.151790     -0.403238
   0.42182      1.152529     -0.402595
   0.46400      1.153034     -0.402406
   0.50618      1.153304     -0.402674
   0.50618      1.153304     -0.402674
   0.55092      1.153354     -0.405631
   0.59566      1.152987     -0.409958
   0.64041      1.152201     -0.415656
   0.68515      1.150998     -0.422724
   0.72989      1.149705     -0.429435
   0.77463      1.148651     -0.434062
   0.81937      1.147834     -0.436605
   0.86411      1.147255     -0.437064
 
# Band-Index  584
   0.86411      1.218446     -0.380954
   0.81937      1.218222     -0.380211
   0.77463      1.217933     -0.379256
   0.72989      1.217579     -0.378089
   0.68515      1.217161     -0.376711
   0.64041      1.216826     -0.375179
   0.59566      1.216721     -0.373551
   0.55092      1.216847     -0.371827
   0.50618      1.217203     -0.370008
   0.50618      1.217203     -0.370008
   0.46400      1.217339     -0.371658
   0.42182      1.217605     -0.373972
   0.37964      1.218002     -0.376947
   0.33746      1.218398     -0.379655
   0.29527      1.218664     -0.381165
   0.25309      1.218798     -0.381479
   0.25309      1.218798     -0.381479
   0.21091      1.218806     -0.382616
   0.16873      1.218780     -0.383036
   0.12655      1.218721     -0.382738
   0.08436      1.218639     -0.382102
   0.04218      1.218548     -0.381507
   0.00000      1.218446     -0.380954
 
# Band-Index  585
   0.00000      1.269471     -0.240972
   0.04218      1.271387     -0.243527
   0.08436      1.275356     -0.247426
   0.12655      1.281381     -0.252667
   0.16873      1.287428     -0.257094
   0.21091      1.291468     -0.258545
   0.25309      1.293498     -0.257023
   0.25309      1.293498     -0.257023
   0.29527      1.294363     -0.260025
   0.33746      1.296263     -0.262658
   0.37964      1.299200     -0.264920
   0.42182      1.302187     -0.266597
   0.46400      1.304243     -0.267474
   0.50618      1.305365     -0.267552
   0.50618      1.305365     -0.267552
   0.55092      1.301108     -0.260053
   0.59566      1.295951     -0.254258
   0.64041      1.289895     -0.250166
   0.68515      1.282939     -0.247777
   0.72989      1.276543     -0.246198
   0.77463      1.272166     -0.244538
   0.81937      1.269809     -0.242795
   0.86411      1.269471     -0.240972
 
# Band-Index  586
   0.86411      1.354958     -0.230238
   0.81937      1.356451     -0.232161
   0.77463      1.357810     -0.234402
   0.72989      1.359036     -0.236961
   0.68515      1.360130     -0.239837
   0.64041      1.360723     -0.241427
   0.59566      1.360447     -0.240124
   0.55092      1.359302     -0.235928
   0.50618      1.357288     -0.228841
   0.50618      1.357288     -0.228841
   0.46400      1.357414     -0.230415
   0.42182      1.357516     -0.233496
   0.37964      1.357595     -0.238082
   0.33746      1.357638     -0.243062
   0.29527      1.357632     -0.247322
   0.25309      1.357577     -0.250864
   0.25309      1.357577     -0.250864
   0.21091      1.357201     -0.245186
   0.16873      1.356685     -0.239992
   0.12655      1.356031     -0.235279
   0.08436      1.355428     -0.231738
   0.04218      1.355071     -0.230057
   0.00000      1.354958     -0.230238
 
# Band-Index  587
   0.00000      1.471989     -0.172643
   0.04218      1.472031     -0.173261
   0.08436      1.472241     -0.175336
   0.12655      1.472621     -0.178868
   0.16873      1.473047     -0.182642
   0.21091      1.473399     -0.185442
   0.25309      1.473675     -0.187269
   0.25309      1.473675     -0.187269
   0.29527      1.473404     -0.188890
   0.33746      1.472805     -0.192592
   0.37964      1.471880     -0.198373
   0.42182      1.470940     -0.204314
   0.46400      1.470297     -0.208491
   0.50618      1.469949     -0.210906
   0.50618      1.469949     -0.210906
   0.55092      1.470825     -0.206693
   0.59566      1.471514     -0.200957
   0.64041      1.472017     -0.193698
   0.68515      1.472335     -0.184915
   0.72989      1.472481     -0.176990
   0.77463      1.472472     -0.172303
   0.81937      1.472308     -0.170854
   0.86411      1.471989     -0.172643
 
# Band-Index  588
   0.86411      1.497862     -0.152509
   0.81937      1.497787     -0.154430
   0.77463      1.497614     -0.156059
   0.72989      1.497345     -0.157397
   0.68515      1.496979     -0.158444
   0.64041      1.496617     -0.159394
   0.59566      1.496362     -0.160443
   0.55092      1.496212     -0.161591
   0.50618      1.496168     -0.162838
   0.50618      1.496168     -0.162838
   0.46400      1.496282     -0.161809
   0.42182      1.496408     -0.160113
   0.37964      1.496549     -0.157747
   0.33746      1.496664     -0.155465
   0.29527      1.496716     -0.154015
   0.25309      1.496702     -0.153400
   0.25309      1.496702     -0.153400
   0.21091      1.496808     -0.154726
   0.16873      1.497004     -0.155301
   0.12655      1.497293     -0.155124
   0.08436      1.497578     -0.154465
   0.04218      1.497768     -0.153593
   0.00000      1.497862     -0.152509
 
# Band-Index  589
   0.00000      1.599362     -0.075106
   0.04218      1.599669     -0.073924
   0.08436      1.599288     -0.071476
   0.12655      1.598222     -0.067760
   0.16873      1.596707     -0.064163
   0.21091      1.594984     -0.062067
   0.25309      1.593052     -0.061473
   0.25309      1.593052     -0.061473
   0.29527      1.590823     -0.063262
   0.33746      1.585853     -0.067281
   0.37964      1.578143     -0.073528
   0.42182      1.570386     -0.079928
   0.46400      1.565275     -0.084403
   0.50618      1.562810     -0.086955
   0.50618      1.562810     -0.086955
   0.55092      1.563932     -0.083291
   0.59566      1.566994     -0.079872
   0.64041      1.571997     -0.076696
   0.68515      1.578940     -0.073764
   0.72989      1.586152     -0.071741
   0.77463      1.591960     -0.071290
   0.81937      1.596363     -0.072411
   0.86411      1.599362     -0.075106
 
# Band-Index  590
   0.86411      1.672478     -0.011157
   0.81937      1.665909     -0.009726
   0.77463      1.658012     -0.009515
   0.72989      1.648788     -0.010523
   0.68515      1.638236     -0.012750
   0.64041      1.628369     -0.015720
   0.59566      1.621199     -0.018957
   0.55092      1.616726     -0.022459
   0.50618      1.614949     -0.026228
   0.50618      1.614949     -0.026228
   0.46400      1.615671     -0.025760
   0.42182      1.618314     -0.025087
   0.37964      1.622881     -0.024208
   0.33746      1.628020     -0.023447
   0.29527      1.632384     -0.023127
   0.25309      1.635972     -0.023249
   0.25309      1.635972     -0.023249
   0.21091      1.637692     -0.021861
   0.16873      1.643047     -0.019660
   0.12655      1.652037     -0.016646
   0.08436      1.661513     -0.013756
   0.04218      1.668327     -0.011926
   0.00000      1.672478     -0.011157
 
# Band-Index  591
   0.00000      1.704155     -0.003424
   0.04218      1.706007     -0.003737
   0.08436      1.708639     -0.005428
   0.12655      1.712052     -0.008495
   0.16873      1.715338     -0.011721
   0.21091      1.717592     -0.013885
   0.25309      1.718813     -0.014989
   0.25309      1.718813     -0.014989
   0.29527      1.717598     -0.013561
   0.33746      1.714806     -0.009915
   0.37964      1.710438     -0.004050
   0.42182      1.706036      0.001998
   0.46400      1.703145      0.006196
   0.50618      1.701762      0.008541
   0.50618      1.701762      0.008541
   0.55092      1.705288      0.005722
   0.59566      1.708624      0.003175
   0.64041      1.711770      0.000899
   0.68515      1.714725     -0.001105
   0.72989      1.716210     -0.002651
   0.77463      1.714943     -0.003553
   0.81937      1.710925     -0.003811
   0.86411      1.704155     -0.003424
 
# Band-Index  592
   0.86411      1.757377      0.119707
   0.81937      1.755673      0.119203
   0.77463      1.753579      0.116104
   0.72989      1.751098      0.110412
   0.68515      1.748229      0.102125
   0.64041      1.745855      0.093925
   0.59566      1.744861      0.088489
   0.55092      1.745247      0.085818
   0.50618      1.747013      0.085912
   0.50618      1.747013      0.085912
   0.46400      1.746240      0.087638
   0.42182      1.744779      0.090590
   0.37964      1.742631      0.094770
   0.33746      1.740785      0.098849
   0.29527      1.740231      0.101499
   0.25309      1.740969      0.102718
   0.25309      1.740969      0.102718
   0.21091      1.743396      0.104191
   0.16873      1.746619      0.107419
   0.12655      1.750639      0.112403
   0.08436      1.754333      0.117121
   0.04218      1.756579      0.119556
   0.00000      1.757377      0.119707
 
# Band-Index  593
   0.00000      1.786620      0.129715
   0.04218      1.781127      0.126799
   0.08436      1.773972      0.126410
   0.12655      1.765157      0.128551
   0.16873      1.757293      0.131829
   0.21091      1.752992      0.134857
   0.25309      1.752254      0.137632
