	592	597	602	607	612	617	622	627	632	637	642	647	652	657	662	667	672	677	682	687	692	697	702	707	712	717
322	-5.118107	-5.408068	-5.602155	-5.805585000000001	-6.6414860000000004	-6.831781	-7.157935	-7.416197	-7.605044	-7.734786	-7.921711	-8.090941	-8.235345	-8.324688	-8.473661	-8.589173	-8.680022000000001	-8.78434	-8.896981	-9.019582	-9.166898	-9.346598	-9.463694	-9.591947000000001	-9.723346	-9.821724
327	-5.013762	-5.303723	-5.497809999999999	-5.70124	-6.537141	-6.727436	-7.05359	-7.311852	-7.500699	-7.630440999999999	-7.817366	-7.9865960000000005	-8.131	-8.220343	-8.369316	-8.484828	-8.575676999999999	-8.679995	-8.792636	-8.915237	-9.062553	-9.242253	-9.359349	-9.487601999999999	-9.619001	-9.717379000000001
332	-4.881301	-5.171262	-5.365349	-5.568778999999999	-6.40468	-6.594975	-6.921129	-7.179391	-7.368238	-7.49798	-7.684905	-7.854134999999999	-7.998538999999999	-8.087882	-8.236855	-8.352367	-8.443216	-8.547533999999999	-8.660174999999999	-8.782775999999998	-8.930091999999998	-9.109791999999999	-9.226887999999999	-9.355141	-9.48654	-9.584918
337	-4.816715	-5.106676	-5.300763	-5.504193000000001	-6.340094000000001	-6.530389	-6.856543	-7.1148050000000005	-7.3036520000000005	-7.433394	-7.620319	-7.789549000000001	-7.933953000000001	-8.023296	-8.172269	-8.287781	-8.378630000000001	-8.482948	-8.595589	-8.71819	-8.865506	-9.045206	-9.162302	-9.290555000000001	-9.421954	-9.520332
342	-4.708541	-4.998502	-5.192589	-5.396019000000001	-6.231920000000001	-6.4222150000000005	-6.748369	-7.0066310000000005	-7.1954780000000005	-7.32522	-7.512145	-7.681375000000001	-7.825779000000001	-7.915122	-8.064095	-8.179607	-8.270456	-8.374774	-8.487415	-8.610016	-8.757332	-8.937032	-9.054128	-9.182381	-9.313780000000001	-9.412158000000002
347	-4.612769	-4.90273	-5.096817	-5.300247000000001	-6.136148	-6.326443	-6.652597	-6.910859	-7.099706	-7.229448	-7.416373	-7.585603000000001	-7.7300070000000005	-7.81935	-7.968323	-8.083835	-8.174684	-8.279002	-8.391643	-8.514244	-8.66156	-8.84126	-8.958356	-9.086609	-9.218008000000001	-9.316386000000001
352	-4.535442	-4.825403	-5.019489999999999	-5.22292	-6.058821	-6.249116	-6.57527	-6.833532	-7.022379	-7.152120999999999	-7.339046	-7.508276	-7.65268	-7.742023	-7.8909959999999995	-8.006508	-8.097356999999999	-8.201675	-8.314316	-8.436917	-8.584233	-8.763933	-8.881029	-9.009281999999999	-9.140681	-9.239059000000001
357	-4.429101	-4.719062	-4.913149000000001	-5.116579	-5.95248	-6.142775	-6.468929	-6.727191	-6.916038	-7.045780000000001	-7.232705	-7.401935	-7.546339	-7.635682	-7.784655000000001	-7.900167	-7.991016	-8.095334000000001	-8.207975000000001	-8.330576	-8.477892	-8.657592000000001	-8.774688000000001	-8.902941	-9.03434	-9.132718
362	-4.346223	-4.636184	-4.830271	-5.033701000000001	-5.869602	-6.059897	-6.386051	-6.644313	-6.83316	-6.962902	-7.149827	-7.319057000000001	-7.463461000000001	-7.552804	-7.701777	-7.817289000000001	-7.908138	-8.012456	-8.125097	-8.247698	-8.395014	-8.574714	-8.69181	-8.820063000000001	-8.951462	-9.04984
