	571	576	581	586	591	596	601	606	611	616	621	626	631	636	641	646	651	656	661	666	671	676	681	686	691	696	701	706	711	716	721
293	-5.198290999999999	-5.544238	-5.924264999999999	-6.3463769999999995	-6.695574	-7.024158	-7.28412	-7.5024239999999995	-7.699822999999999	-7.8295639999999995	-7.919537	-8.024999999999999	-8.17517	-8.275421999999999	-8.359798999999999	-8.454836	-8.528099	-8.593824	-8.676601	-8.759343999999999	-8.816144999999999	-8.901344	-9.022642	-9.089652999999998	-9.195326999999999	-9.321784999999998	-9.451107	-9.549471	-9.6755	-9.804268	-9.943736
298	-5.118195	-5.464142000000001	-5.844169	-6.266281	-6.615478	-6.944062000000001	-7.204024	-7.422328	-7.619727	-7.749468	-7.839441000000001	-7.944904	-8.095074	-8.195326	-8.279703000000001	-8.374740000000001	-8.448003	-8.513728	-8.596505	-8.679248000000001	-8.736049000000001	-8.821248	-8.942546	-9.009557000000001	-9.115231000000001	-9.241689000000001	-9.371011	-9.469375	-9.595404	-9.724172	-9.86364
303	-4.9741919999999995	-5.320138999999999	-5.700165999999999	-6.122278	-6.471475	-6.800058999999999	-7.060021	-7.278325	-7.475724	-7.605465	-7.695437999999999	-7.800901	-7.951071	-8.051323	-8.1357	-8.230737	-8.304	-8.369724999999999	-8.452501999999999	-8.535245	-8.592046	-8.677245	-8.798542999999999	-8.865554	-8.971228	-9.097686	-9.227008	-9.325372	-9.451401	-9.580169	-9.719636999999999
308	-4.890026	-5.2359729999999995	-5.616	-6.038112	-6.387309	-6.7158929999999994	-6.975855	-7.194159	-7.391558	-7.521299	-7.611272	-7.716735	-7.866905	-7.967157	-8.051534	-8.146571	-8.219834	-8.285559	-8.368336	-8.451079	-8.50788	-8.593079	-8.714376999999999	-8.781388	-8.887062	-9.01352	-9.142842	-9.241206	-9.367235	-9.496003	-9.635470999999999
313	-4.814416	-5.160363	-5.5403899999999995	-5.962502	-6.311699	-6.640283	-6.900245	-7.118549	-7.315948	-7.445689	-7.535662	-7.641125	-7.791295	-7.891546999999999	-7.975924	-8.070961	-8.144224	-8.209949	-8.292726	-8.375468999999999	-8.432269999999999	-8.517469	-8.638767	-8.705777999999999	-8.811452	-8.937909999999999	-9.067232	-9.165596	-9.291625	-9.420393	-9.559861
318	-4.715509	-5.061456	-5.441483	-5.863595	-6.212792	-6.541376	-6.801338	-7.019642	-7.217041	-7.346782	-7.436755	-7.542218	-7.692388	-7.7926400000000005	-7.877017	-7.972054	-8.045317	-8.111042000000001	-8.193819000000001	-8.276562	-8.333363	-8.418562	-8.539860000000001	-8.606871	-8.712545	-8.839003	-8.968325	-9.066689	-9.192718	-9.321486	-9.460954000000001
323	-4.634042	-4.979989	-5.360016	-5.782128	-6.131325	-6.459909	-6.719871	-6.938175	-7.135574	-7.265315	-7.355288	-7.460751	-7.610921	-7.7111730000000005	-7.79555	-7.890587	-7.963850000000001	-8.029575000000001	-8.112352000000001	-8.195095	-8.251896	-8.337095	-8.458393000000001	-8.525404	-8.631078	-8.757536	-8.886858	-8.985222	-9.111251	-9.240019	-9.379487000000001
328	-4.549522	-4.895469	-5.2754959999999995	-5.697608	-6.046805	-6.375389	-6.635351	-6.853655	-7.051054	-7.180795	-7.270768	-7.376231	-7.526401	-7.626652999999999	-7.71103	-7.8060670000000005	-7.8793299999999995	-7.945055	-8.027832	-8.110575	-8.167376	-8.252575	-8.373873	-8.440884	-8.546558000000001	-8.673016	-8.802337999999999	-8.900701999999999	-9.026731	-9.155498999999999	-9.294967
333	-4.476115	-4.822062000000001	-5.202089	-5.624201	-5.973398	-6.301982000000001	-6.561944	-6.780248	-6.977647	-7.107388	-7.197361000000001	-7.302824	-7.452994	-7.553246	-7.6376230000000005	-7.732660000000001	-7.805923	-7.871648	-7.9544250000000005	-8.037168000000001	-8.093969000000001	-8.179168	-8.300466	-8.367477000000001	-8.473151000000001	-8.599609000000001	-8.728931	-8.827295	-8.953324	-9.082092	-9.22156
338	-4.396764	-4.742711	-5.122738	-5.54485	-5.8940470000000005	-6.222631	-6.4825930000000005	-6.700897	-6.898296	-7.028037	-7.11801	-7.223473	-7.373643	-7.473895000000001	-7.5582720000000005	-7.653309	-7.726572000000001	-7.7922970000000005	-7.875074000000001	-7.957817	-8.014618	-8.099817	-8.221115000000001	-8.288126	-8.3938	-8.520258	-8.64958	-8.747944	-8.873973	-9.002741	-9.142209000000001
343	-4.3258909999999995	-4.671837999999999	-5.051864999999999	-5.473977	-5.823174	-6.151757999999999	-6.41172	-6.630024	-6.827423	-6.957164	-7.047136999999999	-7.1526	-7.30277	-7.403022	-7.487399	-7.5824359999999995	-7.655699	-7.721424	-7.804201	-7.886944	-7.943745	-8.028944	-8.150241999999999	-8.217253	-8.322927	-8.449385	-8.578707	-8.677071	-8.8031	-8.931868	-9.071335999999999
348	-4.241622	-4.587569	-4.9675959999999995	-5.389708	-5.738905	-6.067489	-6.327451	-6.545755	-6.743154	-6.872895	-6.962868	-7.068331	-7.218501	-7.318752999999999	-7.40313	-7.4981670000000005	-7.571429999999999	-7.637155	-7.719932	-7.802675	-7.859476	-7.944675	-8.065973	-8.132984	-8.238658000000001	-8.365116	-8.494437999999999	-8.592801999999999	-8.718831	-8.847598999999999	-8.987067
353	-4.165162	-4.511108999999999	-4.8911359999999995	-5.313248	-5.662445	-5.991028999999999	-6.250991	-6.469295	-6.666694	-6.796435	-6.886407999999999	-6.991871	-7.142041	-7.242293	-7.32667	-7.421707	-7.49497	-7.560695	-7.643472	-7.726215	-7.783016	-7.868214999999999	-7.989513	-8.056524	-8.162198	-8.288656	-8.417978	-8.516342	-8.642371	-8.771139	-8.910606999999999
358	-4.094309	-4.440256	-4.820283	-5.242395	-5.591592	-5.920176	-6.1801379999999995	-6.398441999999999	-6.595841	-6.725581999999999	-6.815555	-6.921018	-7.071187999999999	-7.17144	-7.255817	-7.350854	-7.424117	-7.4898419999999994	-7.5726189999999995	-7.655362	-7.712163	-7.797362	-7.918659999999999	-7.985671	-8.091345	-8.217803	-8.347125	-8.445489	-8.571518	-8.700286	-8.839754
363	-4.008696	-4.354642999999999	-4.7346699999999995	-5.156782	-5.505979	-5.834562999999999	-6.094525	-6.312829	-6.510228	-6.639969	-6.729941999999999	-6.835405	-6.985575	-7.085827	-7.170204	-7.265241	-7.338504	-7.404229	-7.487006	-7.569749	-7.62655	-7.711748999999999	-7.833047	-7.900058	-8.005732	-8.13219	-8.261512	-8.359876	-8.485904999999999	-8.614673	-8.754141
368	-3.915566	-4.261513	-4.64154	-5.063652	-5.412849	-5.741433	-6.0013950000000005	-6.219699	-6.417097999999999	-6.546839	-6.636812	-6.742274999999999	-6.892445	-6.992697	-7.077074	-7.172111	-7.245374	-7.3110990000000005	-7.393876000000001	-7.4766189999999995	-7.53342	-7.618619	-7.739917	-7.806927999999999	-7.912602	-8.03906	-8.168382	-8.266746	-8.392775	-8.521543	-8.661011
373	-3.8444640000000003	-4.190411	-4.570438	-4.9925500000000005	-5.341747	-5.670331	-5.930293000000001	-6.1485970000000005	-6.3459959999999995	-6.4757370000000005	-6.56571	-6.671173	-6.821343000000001	-6.921595	-7.005972	-7.101009	-7.174272	-7.239997000000001	-7.322774000000001	-7.405517	-7.462318	-7.547517	-7.668815	-7.735825999999999	-7.8415	-7.967957999999999	-8.09728	-8.195644	-8.321673	-8.450441	-8.589909
378	-3.7640450000000003	-4.109992	-4.490019	-4.9121310000000005	-5.261328000000001	-5.589912	-5.849874	-6.068178	-6.265577	-6.395318	-6.485291	-6.5907540000000004	-6.740924	-6.841176	-6.925553000000001	-7.02059	-7.093853	-7.159578	-7.242355	-7.3250980000000006	-7.381899000000001	-7.467098	-7.5883959999999995	-7.655407	-7.761081000000001	-7.887539	-8.016861	-8.115225	-8.241254	-8.370022	-8.50949
383	-3.7042490000000003	-4.050196	-4.430223	-4.852335	-5.201532	-5.530116	-5.790078	-6.008382	-6.205781	-6.335522	-6.425495	-6.530958	-6.681128	-6.78138	-6.865757	-6.960794	-7.034057000000001	-7.099782	-7.182559	-7.265302	-7.322103	-7.407302	-7.5286	-7.595611	-7.701285	-7.827743	-7.957065	-8.055429	-8.181458	-8.310226	-8.449694000000001
388	-3.64122	-3.987167	-4.367194	-4.789306	-5.138503	-5.467086999999999	-5.727049	-5.945353	-6.142752	-6.272493	-6.3624659999999995	-6.467929	-6.618099	-6.718351	-6.802728	-6.897765	-6.9710280000000004	-7.036753	-7.11953	-7.202273	-7.259074	-7.344272999999999	-7.465571	-7.532582	-7.638256	-7.764714	-7.894036	-7.9924	-8.118428999999999	-8.247197	-8.386665
